respondent_id,submitted_at,consent,region,residence_zone,age_group,gender,race_color,income_group,education,consumption_frequency,consumer_profile,consumer_profile_raw,wine_types_raw,purchase_channels_raw,purchase_factors_raw,sustainable_attributes_raw,label_importance,monthly_consumption_estimate,consumption_intensity,label_importance_score,high_label_importance,consumer_knowledge_score,strategic_segment
11,2026-05-11 11:39:41.076,"Sim, aceito participar",Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Branca,De 1 a 2 salários mínimos,Ensino superior completo,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Não tenho preferência definida,"Supermercados, Restaurantes e bares","Recomendação (amigos, especialistas, avaliações), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio)",Moderadamente importante,0.5,Baixa frequência,2,0,1,Baixa prioridade
12,2026-05-11 11:41:48.083,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 1 a 2 salários mínimos,Ensino superior completo,Raramente,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho rosé, Vinho suave, Vinho demi-sec","Supermercados, Diretamente em vinícolas","Preço, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo)","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Muito importante,0.5,Baixa frequência,3,1,3,Potencial sustentável
13,2026-05-11 11:47:12.064,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Parda,De 1 a 2 salários mínimos,Ensino superior incompleto,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho suave,Supermercados,"Descrição sensorial (aroma, sabor estilo)","Qualidade sensorial (sabor, aroma, equilíbrio)",Muito importante,0.5,Baixa frequência,3,1,1,Potencial sustentável
14,2026-05-11 12:10:50.712,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 3 a 4 salários mínimos,Ensino superior completo,1 vez a cada 15 dias,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho rosé, Vinho espumante","Supermercados, Diretamente em vinícolas, Restaurantes e bares","Preço, Região de origem, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Presença de certificações ou selos ambientais, Preço",Extremamente importante,2.0,Frequência moderada,4,1,2,Potencial sustentável
15,2026-05-11 12:17:14.978,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez por semana,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho suave,Supermercados,Preço,"Qualidade sensorial (sabor, aroma, equilíbrio)",Muito importante,4.3,Alta frequência,3,1,1,Alta prioridade
16,2026-05-11 12:25:47.173,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,De 5 a 6 salários mínimos,Pós-graduação completa,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante","Supermercados, Lojas físicas especializadas, Lojas online especializadas","Preço, Região de origem, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Práticas sustentáveis e/ou impacto ambiental, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço, Grau de inovação do produto",Extremamente importante,1.0,Frequência moderada,4,1,1,Potencial sustentável
17,2026-05-11 12:39:23.755,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante","Supermercados, Lojas online especializadas","Preço, Região de origem, Recomendação (amigos, especialistas, avaliações), Design e informação do rótulo, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante,10.8,Alta frequência,4,1,2,Alta prioridade
18,2026-05-11 12:41:57.768,"Sim, aceito participar",Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação incompleta,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho suave,Supermercados,"Preço, Design e informação do rótulo, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Preço",Extremamente importante,1.0,Frequência moderada,4,1,1,Potencial sustentável
19,2026-05-11 12:44:16.602,"Sim, aceito participar",Região Sul,Zona urbana,Acima de 55 anos,Masculino,Branca,Acima de 6 salários mínimos,Ensino superior completo,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho suave,Supermercados,"Recomendação (amigos, especialistas, avaliações)","Qualidade sensorial (sabor, aroma, equilíbrio)",Muito importante,1.0,Frequência moderada,3,1,1,Potencial sustentável
20,2026-05-11 12:53:53.186,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Branca,De 5 a 6 salários mínimos,Pós-graduação completa,1 vez por mês,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho demi-sec","Supermercados, Lojas online especializadas","Preço, Vinícola / Produtor, Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Práticas sustentáveis e/ou impacto ambiental, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante,1.0,Frequência moderada,4,1,2,Potencial sustentável
21,2026-05-11 12:55:44.904,"Sim, aceito participar",Região Norte,Zona urbana,Entre 26 e 35 anos,Masculino,Parda,De 5 a 6 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador técnico,"Apreciador, com conhecimentos técnicos",Vinho tinto seco,Supermercados,"Descrição sensorial (aroma, sabor estilo)","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo)",Muito importante,4.3,Alta frequência,3,1,3,Alta prioridade
22,2026-05-11 13:20:46.380,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação incompleta,De 2 a 3 vezes por semana,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho licoroso e/ou fortificado","Supermercados, Lojas online especializadas, Diretamente em vinícolas, Produtores locais","Preço, Região de origem, Variedade, Vinícola / Produtor, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Preço, Grau de inovação do produto",Moderadamente importante,10.8,Alta frequência,2,0,3,Consumidor frequente tradicional
23,2026-05-11 13:29:00.603,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Branca,De 1 a 2 salários mínimos,Pós-graduação incompleta,1 vez por mês,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho espumante",Supermercados,"Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo)","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Extremamente importante,1.0,Frequência moderada,4,1,2,Potencial sustentável
24,2026-05-11 13:51:17.264,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação incompleta,1 vez por mês,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho demi-sec",Supermercados,"Preço, Região de origem, Variedade, Recomendação (amigos, especialistas, avaliações)","Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência)",Muito importante,1.0,Frequência moderada,3,1,2,Potencial sustentável
25,2026-05-11 14:26:33.950,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho branco seco, Vinho rosé","Supermercados, Lojas físicas especializadas, Lojas online especializadas",Preço,"Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Grau de inovação do produto",Moderadamente importante,4.3,Alta frequência,2,0,1,Consumidor frequente tradicional
26,2026-05-11 14:36:52.056,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho licoroso e/ou fortificado","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas, Restaurantes e bares","Preço, Região de origem, Variedade, Curiosidade ou interesse por novos produtos","Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Muito importante,4.3,Alta frequência,3,1,4,Alta prioridade
27,2026-05-11 14:36:57.383,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 26 e 35 anos,Feminino,Parda,De 1 a 2 salários mínimos,Pós-graduação incompleta,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé","Supermercados, Restaurantes e bares","Preço, Variedade, Práticas sustentáveis e/ou impacto ambiental, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante,4.3,Alta frequência,4,1,2,Alta prioridade
28,2026-05-11 14:43:37.390,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho espumante, Vinho demi-sec","Supermercados, Lojas físicas especializadas","Preço, Região de origem, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos","Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante,2.0,Frequência moderada,4,1,1,Potencial sustentável
29,2026-05-11 14:44:06.002,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,Acima de 6 salários mínimos,Ensino superior completo,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho rosé, Vinho demi-sec",Lojas físicas especializadas,Vinícola / Produtor,"Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo",Extremamente importante,4.3,Alta frequência,4,1,2,Alta prioridade
30,2026-05-11 14:45:47.986,"Sim, aceito participar",Região Sul,Zona rural,Entre 26 e 35 anos,Feminino,Branca,De 5 a 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho branco seco, Vinho espumante","Lojas físicas especializadas, Lojas online especializadas","Região de origem, Variedade, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo)","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Presença de certificações ou selos ambientais, Preço",Moderadamente importante,2.0,Frequência moderada,2,0,1,Baixa prioridade
31,2026-05-11 14:47:40.604,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,De 4 a 6 vezes por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho rosé, Vinho espumante, Vinho licoroso e/ou fortificado","Supermercados, Diretamente em vinícolas","Preço, Região de origem, Variedade, Vinícola / Produtor, Design e informação do rótulo, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Presença de certificações ou selos ambientais, Preço",Extremamente importante,21.5,Alta frequência,4,1,4,Alta prioridade
32,2026-05-11 14:51:15.133,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 26 e 35 anos,Feminino,Parda,De 3 a 4 salários mínimos,Pós-graduação incompleta,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho branco seco,"Diretamente em vinícolas, Restaurantes e bares","Variedade, shardonay","Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo",Pouco importante,0.5,Baixa frequência,1,0,1,Baixa prioridade
33,2026-05-11 15:10:03.328,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação completa,1 vez por mês,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho espumante","Supermercados, Lojas físicas especializadas, Lojas online especializadas","Preço, Variedade, Recomendação (amigos, especialistas, avaliações), Design e informação do rótulo, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Preço",Muito importante,1.0,Frequência moderada,3,1,2,Potencial sustentável
34,2026-05-11 15:38:02.765,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,De 5 a 6 salários mínimos,Ensino superior completo,De 2 a 3 vezes por semana,Apreciador interessado,"Apreciador, com interesse pelo tema",Vinho tinto seco,Lojas físicas especializadas,"Descrição sensorial (aroma, sabor estilo)","Qualidade sensorial (sabor, aroma, equilíbrio)",Muito importante,10.8,Alta frequência,3,1,2,Alta prioridade
35,2026-05-11 15:41:34.561,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas","Preço, Região de origem, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço, Grau de inovação do produto",Muito importante,2.0,Frequência moderada,3,1,3,Potencial sustentável
36,2026-05-11 15:43:07.370,"Sim, aceito participar",Região Sul,Zona urbana,Acima de 55 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador interessado,"Apreciador, com interesse pelo tema",Vinho tinto seco,"Supermercados, Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas","Preço, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Design e informação do rótulo, Práticas sustentáveis e/ou impacto ambiental, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Preço",Muito importante,10.8,Alta frequência,3,1,2,Alta prioridade
37,2026-05-11 16:55:09.085,"Sim, aceito participar",Região Centro-Oeste,Zona urbana,Entre 26 e 35 anos,Feminino,Parda,De 1 a 2 salários mínimos,Ensino superior incompleto,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho rosé, Vinho suave",Supermercados,"Preço, Região de origem, Vinícola / Produtor","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência)",Muito importante,1.0,Frequência moderada,3,1,1,Potencial sustentável
38,2026-05-11 17:37:54.210,"Sim, aceito participar",Região Nordeste,Zona urbana,Entre 26 e 35 anos,Feminino,Parda,De 3 a 4 salários mínimos,Pós-graduação incompleta,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho tinto seco,Supermercados,"Preço, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Preço",Extremamente importante,0.5,Baixa frequência,4,1,1,Potencial sustentável
39,2026-05-11 18:52:21.173,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho espumante, Vinho suave, Vinho licoroso e/ou fortificado",Supermercados,"Preço, Recomendação (amigos, especialistas, avaliações)","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo",Muito importante,0.5,Baixa frequência,3,1,1,Potencial sustentável
40,2026-05-11 18:59:03.060,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 36 e 45 anos,Masculino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante","Supermercados, Restaurantes e bares",Região de origem,"Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Presença de certificações ou selos ambientais, Preço",Extremamente importante,0.5,Baixa frequência,4,1,1,Potencial sustentável
41,2026-05-11 20:13:57.634,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,De 1 a 2 salários mínimos,Ensino médio completo,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho espumante,Supermercados,Vinícola / Produtor,Sustentabilidade ambiental (menor impacto no cultivo),Muito importante,1.0,Frequência moderada,3,1,1,Potencial sustentável
42,2026-05-11 20:35:56.562,"Sim, aceito participar",Região Nordeste,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação incompleta,1 vez por mês,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho branco seco, Vinho suave",Supermercados,"Variedade, Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Práticas sustentáveis e/ou impacto ambiental, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Grau de inovação do produto",Extremamente importante,1.0,Frequência moderada,4,1,2,Potencial sustentável
